pl_name,ra,dec,sy_dist,X,Y,Z,pl_bmasse,color
HD 20003 b,46.9090081,-72.3219221,41.8316,8.678127947312985,9.276572688831564,-39.8562172444763,11.66,G
HD 20003 c,46.9090081,-72.3219221,41.8316,8.678127947312985,9.276572688831564,-39.8562172444763,14.44,G
HD 200964 b,316.6664183,3.8033357,72.5922,52.68514746953833,-49.70630471769987,4.815185174442046,508.21017,n
HD 200964 c,316.6664183,3.8033357,72.5922,52.68514746953833,-49.70630471769987,4.815185174442046,284.446,n
HD 202206 c,318.7405221,-20.7897284,45.9665,32.30456812230577,-28.339800983471676,-16.315320435055018,776.0,n
HD 202696 b,319.2250346,27.2582799,188.546,126.92638022654614,-109.46316933856583,86.35451740900815,634.38868,K
HD 202696 c,319.2250346,27.2582799,188.546,126.92638022654614,-109.46316933856583,86.35451740900815,592.43512,K
HD 202772 A b,319.6995877,-26.6163743,161.498,110.11601208508688,-93.38653171519783,-72.35346281058942,,n
HD 203030 b,319.7432238,26.2305846,39.2503,26.869507101058048,-22.752172554392455,17.34803396040433,7656.097,G
HD 20329 b,49.178124,15.6563542,63.6796,40.08346739974393,46.40131508025065,17.1850241837761,7.42,n
HD 203387 b,320.561782,-16.8345229,61.7477,45.64469043753772,-37.543988324922324,-17.882662855666904,1106.04286,n
HD 203387 c,320.561782,-16.8345229,61.7477,45.64469043753772,-37.543988324922324,-17.882662855666904,2378.94563,n
HD 2039 b,6.0851069,-56.649988,85.6922,46.844035522443626,4.993868156878419,-71.58107820956427,1999.1507,n
HD 204313 b,322.0510568,-21.7274194,47.7945,35.01120587710064,-27.30354407128109,-17.69311093134513,1576.4289,G
HD 204313 c,322.0510568,-21.7274194,47.7945,35.01120587710064,-27.30354407128109,-17.69311093134513,17.16273,n
HD 204313 e,322.0510568,-21.7274194,47.7945,35.01120587710064,-27.30354407128109,-17.69311093134513,6324.7853,G
HD 204941 b,323.0966714,-20.957957,28.7165,21.443973396478544,-16.102538818633466,-10.271398191849187,73.1009,n
HD 205158 b,323.9186227,-59.6933144,86.6159,35.324669244329186,-25.741609253053404,-74.77868298286523,124.58874,n
HD 205739 b,324.5351273,-31.7378373,92.5087,64.07878942725397,-45.64770818186069,-48.66266596654292,435.41,n
HD 206255 b,325.5917768,-50.0935884,75.2363,39.82163738384608,-27.274839798826783,-57.71326665254538,34.2,G
HD 206610 b,325.8537599,-7.4082451,147.192,120.80036384083297,-81.93025340717945,-18.978686375978157,813.6448,n
HD 206893 b,326.3416874,-12.7833522,40.7583,33.08459302787244,-22.02991920876045,-9.018391360189575,8263.53858,F
HD 206893 c,326.3416874,-12.7833522,40.7583,33.08459302787244,-22.02991920876045,-9.018391360189575,4036.42077,F
HD 207496 b,328.7181708,-77.3388025,23.606,4.421901467013881,-2.686637821253324,-23.031977783799455,,n
HD 20781 b,50.0139757,-28.7841175,35.9715,20.259188740269707,24.155924629939417,-17.320663645161392,1.93,K
HD 20781 c,50.0139757,-28.7841175,35.9715,20.259188740269707,24.155924629939417,-17.320663645161392,5.33,K
HD 20781 d,50.0139757,-28.7841175,35.9715,20.259188740269707,24.155924629939417,-17.320663645161392,10.61,K
HD 20781 e,50.0139757,-28.7841175,35.9715,20.259188740269707,24.155924629939417,-17.320663645161392,14.03,K
HD 20782 b,50.0166232,-28.8543535,35.9864,20.252799605463593,24.15057299999311,-17.366488328759438,472.83,n
HD 207832 b,328.1517893,-26.0271749,58.9291,44.980758687144174,-27.941677914562014,-25.85793514683221,190.698,n
HD 207832 c,328.1517893,-26.0271749,58.9291,44.980758687144174,-27.941677914562014,-25.85793514683221,232.0159,n
HD 207897 b,325.2016451,84.3337613,28.2938,2.2939614647040214,-1.594247071947466,28.155554256878695,14.4,K
HD 20794 b,49.9997666,-43.0666533,6.00278,2.818887979886638,3.3593920852059513,-4.098990498050249,2.7,G
HD 20794 c,49.9997666,-43.0666533,6.00278,2.818887979886638,3.3593920852059513,-4.098990498050249,2.4,G
HD 20794 d,49.9997666,-43.0666533,6.00278,2.818887979886638,3.3593920852059513,-4.098990498050249,4.8,G
HD 20794 e,49.9997666,-43.0666533,6.00278,2.818887979886638,3.3593920852059513,-4.098990498050249,4.77,G
HD 208487 b,329.3332489,-37.7641354,45.147,30.69907654425316,-18.203690763641223,-27.648579546005763,152.55,n
HD 208527 b,329.0999413,21.239922,312.202,249.6921175827335,-149.43799701346265,113.10269788848862,3146.4,M
HD 20868 b,50.1794053,-33.72969,47.7223,25.416296940234695,30.48330020124774,-26.499022170193854,397.2875,n
HD 208897 b,329.7490639,19.0201591,67.4872,55.11448366734985,-32.143023610775074,21.994133014933382,379.48712,K
HD 209458 b,330.7950219,18.8842419,48.3016,39.89211865452849,-22.29950035237379,15.633160775975568,,n
HD 210193 b,332.3951324,-41.225205,42.2029,28.128499781539677,-14.708267240509157,-27.81257167598292,153.1,G
HD 210277 b,332.3748117,-7.5505962,21.2985,18.706845326820343,-9.7901763278434,-2.798658185301428,392.83591,n
HD 210702 b,332.9638643,16.0404806,54.1963,46.39427450666339,-23.675932125600614,14.975328533101262,626.1251,n
HD 211403 b,333.8158177,58.2755601,83.0919,39.20886573419964,-19.279710319018292,70.67688068571111,1760.76937,F
HD 211810 b,334.5286724,61.1349912,64.6353,28.16967066800572,-13.418943793508806,56.604978650404504,212.9461,G
HD 211970 b,335.5661579,-54.5596006,13.1277,6.930422686678356,-3.1487163013673083,-10.69538846080299,13.0,K
HD 212301 b,336.8803957,-77.7183219,54.2304,10.60930819308192,-4.5295445637783045,-52.98926391137125,143.017,n
HD 212771 b,336.762413,-17.2641046,111.155,97.53612031253053,-41.87979522614922,-32.98821018478237,759.6137,n
HD 213240 b,337.7506266,-49.4341037,40.8707,24.600164216426435,-10.063878837592348,-31.04777579404221,1773.4914,n
HD 213472 b,337.7069969,40.7222277,64.4527,45.19644126401379,-18.529964051597577,42.048456173860316,1112.39942,n
HD 213519 b,337.7727845,45.1452472,41.0014,26.769852727060204,-10.939410761085828,29.065771607369154,9.21702,n
HD 213885 b,338.9837166,-59.864829,48.0883,22.536349443042262,-8.658243399340783,-41.5888491294104,8.83,G
HD 213885 c,338.9837166,-59.864829,48.0883,22.536349443042262,-8.658243399340783,-41.5888491294104,19.95,G
HD 21411 b,51.5474155,-30.6168403,29.1328,15.591111285880979,19.63404264178207,-14.837171369636401,65.9,G
HD 214823 b,340.0832062,31.7875183,101.368,81.00996986764164,-29.35205865502395,53.39768589326532,6102.336,G
HD 215152 b,340.8380941,-6.4020685,21.5974,20.273570544158947,-7.044893869735501,-2.408213967896908,1.819,K
HD 215152 c,340.8380941,-6.4020685,21.5974,20.273570544158947,-7.044893869735501,-2.408213967896908,1.72,K
HD 215152 d,340.8380941,-6.4020685,21.5974,20.273570544158947,-7.044893869735501,-2.408213967896908,2.801,K
HD 215152 e,340.8380941,-6.4020685,21.5974,20.273570544158947,-7.044893869735501,-2.408213967896908,2.877,K
HD 215497 b,341.652714,-56.5997984,40.5468,21.185719215900622,-7.0259088981851505,-33.85033080635138,6.6,K
HD 215497 c,341.652714,-56.5997984,40.5468,21.185719215900622,-7.0259088981851505,-33.85033080635138,111.23994,K
HD 216435 b,343.4094703,-48.5986332,32.9834,20.904828034859545,-6.228237695501106,-24.740693110769747,400.4,n
HD 216437 b,343.6639631,-70.0733957,26.6902,8.729213724176448,-2.558561652341194,-25.0922570939487,578.4506,n
HD 216520 b,341.8768719,83.6975307,19.552,2.039882270026318,-0.6676478078113722,19.43383211641896,10.36121,n
HD 216520 c,341.8768719,83.6975307,19.552,2.039882270026318,-0.6676478078113722,19.43383211641896,9.44,n
HD 216536 b,343.2665641,44.4777303,376.233,257.0831850370986,-77.29220916293131,263.6008737900817,333.7215,n
HD 216770 b,343.9748751,-26.6595286,36.6625,31.491638024496265,-9.045028697055844,-16.450018135355876,181.1631,n
HD 21693 b,51.8040469,-58.3232726,33.255,10.798337204343529,13.72423343072898,-28.300818987445428,8.23,G
HD 21693 c,51.8040469,-58.3232726,33.255,10.798337204343529,13.72423343072898,-28.300818987445428,17.37,G
HD 217107 b,344.5647243,-2.3954489,20.0619,19.32140315450369,-5.334801557936637,-0.8385130223029693,440.19234,n
HD 217107 c,344.5647243,-2.3954489,20.0619,19.32140315450369,-5.334801557936637,-0.8385130223029693,1423.8784,n
HD 21749 c,51.7501882,-63.500166,16.32,4.508165156772941,5.718618874750984,-14.605349878883429,3.7,K
HD 217786 b,345.7838088,-0.4303594,55.4847,53.78401875540758,-13.625622124404584,-0.41675212165164804,4402.55909,n
HD 217786 c,345.7838088,-0.4303594,55.4847,53.78401875540758,-13.625622124404584,-0.41675212165164804,7.31005,n
HD 217958 b,346.136577,-25.6917758,61.7957,54.06436276634092,-13.342955033554738,-26.790273759930596,166.54209,n
HD 218566 b,347.297417,-2.2611645,28.8274,28.09994218726143,-6.333926616437,-1.1373712894900414,62.93002,n
HD 219077 b,348.5319387,-62.7018297,29.1864,13.118268784921481,-2.661327534361435,-25.935965468850476,3302.11,G
HD 219134 b,348.3372026,57.1696255,6.53127,3.4678469796361933,-0.7158086331035237,5.488091028718693,4.74,n
HD 219134 c,348.3372026,57.1696255,6.53127,3.4678469796361933,-0.7158086331035237,5.488091028718693,4.36,n
HD 219134 d,348.3372026,57.1696255,6.53127,3.4678469796361933,-0.7158086331035237,5.488091028718693,21.29461,K
HD 219134 f,348.3372026,57.1696255,6.53127,3.4678469796361933,-0.7158086331035237,5.488091028718693,8.89924,K
HD 219134 g,348.3372026,57.1696255,6.53127,3.4678469796361933,-0.7158086331035237,5.488091028718693,10.80622,K
HD 219134 h,348.3372026,57.1696255,6.53127,3.4678469796361933,-0.7158086331035237,5.488091028718693,97.89115,n
HD 219139 b,348.3604055,11.0649832,104.935,100.86651084266796,-20.777572780000963,20.139356613300986,247.90616,G
HD 219415 b,348.7243579,56.7303001,165.184,88.86766392447605,-17.71822646456897,138.10994394161713,317.83,K
HD 219666 b,349.5592665,-56.9039857,94.1719,50.57057181085416,-9.318604980799043,-78.8931404974163,16.6,n
HD 219828 b,349.6947029,18.6457524,73.114,68.15896183772007,-12.393092308217652,23.375717748215052,20.97678,G
HD 219828 c,349.6947029,18.6457524,73.114,68.15896183772007,-12.393092308217652,23.375717748215052,4640.318,G
HD 220074 b,350.0599827,61.9701062,324.54,150.22243358128006,-26.32614118388202,286.4722784830746,3527.8,M
HD 220197 b,350.4946927,16.6323305,64.411,60.868778763041135,-10.191736497557786,18.43630114909986,63.566,n
HD 220689 b,351.4707282,-20.6167923,46.8778,43.390321657112494,-6.50739153134176,-16.50642222863986,336.89,G
HD 220773 b,351.6144715,8.6428871,50.5103,49.40285030602881,-7.282428680959867,7.590455864889917,460.8,F
HD 220842 b,351.6534162,56.8871415,64.6498,34.94345605533046,-5.126717476883013,54.15042277638663,1010.6994,F
HD 221287 b,352.836223,-58.209754,55.9231,29.2309304513901,-3.6739517416345238,-47.53365015603299,982.05,n
HD 221416 b,353.0331863,-21.8012007,95.5483,88.05948169839849,-10.760574566444411,-35.4854244852645,60.5,n
HD 221420 b,353.3319001,-77.3853286,31.1415,6.755083420203153,-0.7897272997072917,-30.389771322407043,3082.951,n
HD 221585 b,353.2293802,63.1556146,55.8535,25.04580785310738,-2.973506935177553,49.8345184359363,511.7063,G
HD 222076 b,354.531982,-70.9032461,91.1538,29.68656988051087,-2.8417680357065565,-86.1373738722094,495.8148,K
HD 222155 b,354.5025617,48.9960191,50.6078,33.05163375263337,-3.1810189189996865,38.191884553642446,673.7996,n
HD 222582 b,355.4640788,-5.9862379,42.1586,41.797385172534014,-3.315893755396239,-4.396702776144607,1681.25,n
HD 224538 b,359.7164302,-61.5868613,79.0608,37.61871652024978,-0.18618507525790798,-69.53709513005873,3655.02668,F
HD 224693 b,359.9749837,-22.4279999,93.5015,86.42901004274293,-0.0377363603340146,-35.67289308772907,225.65,G
HD 22496 b,53.7565398,-48.4178173,13.5956,5.334741548425777,7.277411216226174,-10.169570195511962,5.57,n
HD 22532 b,53.8148478,-49.4172669,161.183,61.90712298066502,84.63136563692588,-122.41323279648233,673.79622,G
HD 22781 b,55.2065581,31.8258855,32.6034,15.8070904193363,22.74897824757006,17.19306757755901,4338.2,K
HD 22946 d,54.819538,-42.7630276,62.7792,26.555202757484835,37.67166554825169,-42.62504866823658,26.57,n
HD 23079 b,54.9281897,-52.9162344,33.4591,11.592743005250913,16.51206777177408,-26.692158030488013,794.5,n
HD 23127 b,54.8491271,-60.077229,93.8555,26.954680927975062,38.280336912212476,-81.34442735804686,485.32641,n
HD 231701 b,293.017622,16.4743566,108.877,40.82471795559991,-96.094824775336,30.876013088531888,343.24,F
HD 233604 b,137.4535054,53.5682016,847.058,-370.6029995397729,340.1487506479167,681.5126554428645,2089.644,K
HD 233832 b,171.5196515,50.3763099,58.742,-37.05267739359728,5.524568101182625,45.246003240743825,565.7374,n
HD 23472 b,55.4590314,-62.7672667,39.0341,10.127806044950976,14.713499768680588,-34.70736855601258,17.92,n
HD 23472 c,55.4590314,-62.7672667,39.0341,10.127806044950976,14.713499768680588,-34.70736855601258,17.18,n
HD 23472 d,55.4590314,-62.7672667,39.0341,10.127806044950976,14.713499768680588,-34.70736855601258,0.55,K
HD 23472 e,55.4590314,-62.7672667,39.0341,10.127806044950976,14.713499768680588,-34.70736855601258,,n
HD 23472 f,55.4590314,-62.7672667,39.0341,10.127806044950976,14.713499768680588,-34.70736855601258,0.77,K
HD 235088 b,300.6154535,53.3774418,41.1706,12.507731535386409,-21.13640597674399,33.04281008910957,,n
HD 23596 b,57.0018601,40.5307308,52.0018,21.52543273781075,33.148615673782636,33.79367141347382,4640.29474,F
HD 238090 b,183.0886375,54.486153,15.2354,-8.837383071370361,-0.4768578688756127,12.401237042438467,6.89,M
HD 238914 b,279.5842102,59.2538819,519.452,44.215275425998286,-261.8552446809216,446.4383726295241,1906.98,n
HD 240210 b,347.6219227,57.0294818,372.405,197.95447588884082,-43.44371753040663,312.42943668565,1655.82,K
HD 240237 b,348.9259334,58.0432233,933.377,484.8184305699784,-94.88972805181882,791.9214942271202,5050.3187,n
HD 24040 b,57.5962104,17.4752873,46.6224,23.83103100835217,37.54620678078681,14.000446393360312,1226.8238,n
HD 24040 c,57.5962104,17.4752873,46.6224,23.83103100835217,37.54620678078681,14.000446393360312,63.88351,n
HD 24064 b,59.1510071,74.0800789,300.247,42.230187436474296,70.70426815569283,288.7313262232696,2987.602,K
HD 24085 b,56.2563447,-70.0245193,54.9004,10.417972607322426,15.595336066807096,-51.59753152890577,11.8,G
HD 25015 b,59.4335463,-20.2673347,37.433,17.85749051150242,30.2357567264855,-12.966824468943344,2884.92845,n
HD 25171 b,58.9574779,-65.1863239,55.6146,12.035683332155331,19.997109177993053,-50.48011177098863,290.81445,n
HD 25723 b,61.0947182,-12.7922241,114.816,54.12032766737042,98.01744719436236,-25.4221170376671,794.57102,K
HD 25912 b,60.9074988,-51.9315058,49.1661,14.740260732040975,26.491180001541984,-38.70720197698812,38.13941,n
HD 25912 c,60.9074988,-51.9315058,49.1661,14.740260732040975,26.491180001541984,-38.70720197698812,5252.75008,n
HD 260655 b,99.2915429,17.5662696,10.0055,-1.5401378187725274,9.413773674593136,3.0197468358661834,,n
HD 260655 c,99.2915429,17.5662696,10.0055,-1.5401378187725274,9.413773674593136,3.0197468358661834,,n
HD 26161 b,62.4122255,31.6524346,40.9128,16.128578877782715,30.867165792640154,21.469611620912154,9045.39646,n
HD 2638 b,7.4990038,-5.76496,54.9621,54.21641343817444,7.1367672438803975,-5.520824541462356,133.4886,n
HD 2685 b,7.3289156,-76.304032,196.852,46.227820507575224,5.945634678698676,-191.25466776888575,,n
HD 26965 b,63.8082666,-7.6676027,5.03545,2.2026566858386745,4.478020280238021,-0.6718590600767286,8.47,K
HD 27442 b,64.1205476,-59.3028771,18.2704,4.071056141793691,8.391666907235944,-15.710313318593139,429.0705,n
HD 27631 b,64.9392168,-41.9606604,50.2862,15.83891801306548,33.872804403866326,-33.622369167457606,460.83,G
HD 27894 b,65.1975693,-59.4096776,43.8214,9.354865174043022,20.24352769576477,-37.722687894240536,196.73578,n
HD 27894 c,65.1975693,-59.4096776,43.8214,9.354865174043022,20.24352769576477,-37.722687894240536,51.48846,K
HD 27894 d,65.1975693,-59.4096776,43.8214,9.354865174043022,20.24352769576477,-37.722687894240536,1721.04945,K
HD 27969 b,66.7068364,42.90872,67.9328,19.675567012577016,45.70116473359157,46.25084778214035,1525.57635,G
HD 28109 b,65.2383065,-68.1026875,139.611,21.80805714778608,47.279950937990954,-129.53858963158456,18.496,F
HD 28109 c,65.2383065,-68.1026875,139.611,21.80805714778608,47.279950937990954,-129.53858963158456,,n
HD 28109 d,65.2383065,-68.1026875,139.611,21.80805714778608,47.279950937990954,-129.53858963158456,,n
HD 28185 b,66.6100461,-10.5510754,39.3809,15.36937043974162,35.53361190795465,-7.211113774643921,1811.631,n
HD 28185 c,66.6100461,-10.5510754,39.3809,15.36937043974162,35.53361190795465,-7.211113774643921,6241.83209,n
HD 28192 b,66.7032517,-1.7244842,49.8063,19.689140387598556,45.72481546085765,-1.498840070837675,99.79812,n
HD 28254 b,66.2108141,-50.6228081,55.2884,14.148787861095906,32.096001870011506,-42.73716930941873,368.67,G
HD 285507 b,61.755663,15.3349441,45.0293,20.550641720213715,38.25567234707965,11.90850606290716,311.4734,n
HD 285968 b,70.7353853,18.953358,9.47045,2.9551937956823653,8.45544559393658,3.075986449976486,9.05811,n
HD 28678 b,67.8560643,4.5752495,189.908,71.35479881333248,175.33984068496608,15.148644126771009,810.4665,n
HD 29021 b,69.4681379,60.6762985,30.9939,5.323721186619613,14.21483611616523,27.022551029236713,762.792,G
HD 290327 b,80.8399887,-2.2780391,56.433,8.976593214060598,55.66931440219966,-2.243144502328658,772.3269,n
HD 29399 b,68.3903471,-62.8237576,44.1518,7.426541794347483,18.748074574470436,-39.277698761089674,498.9906,K
HD 2952 b,8.2938367,54.8948177,110.103,62.655727939016565,9.133598994454555,90.07501171157534,435.4271,n
HD 29985 b,70.5216589,-33.9210696,31.2707,8.652590198769117,24.46354646802925,-17.450623357024767,1739.47487,n
HD 30177 b,70.4770964,-58.0208085,55.5867,9.838146342489935,27.74681377778255,-47.150889902681676,2447.291,n
HD 30177 c,70.4770964,-58.0208085,55.5867,9.838146342489935,27.74681377778255,-47.150889902681676,1954.6447,n
HD 30562 b,72.1529519,-5.6751152,26.1597,7.978051231585176,24.778795593777808,-2.586869064715057,436.362,F
HD 30669 b,72.1198522,-28.4190757,58.0844,15.68436371991965,48.61731295397818,-27.643356149285022,149.37,G
HD 30856 b,72.5745099,-24.3689282,131.199,35.78914495355628,114.02550389387717,-54.1340850688431,670.6213,n
HD 31253 b,73.6822877,12.3520103,58.1438,15.958124598111821,54.50997063193862,12.437959617892623,141.75147,n
HD 31527 b,73.9096193,-23.2413163,38.4473,9.791090772847193,33.94341716771358,-15.17148146182283,10.47,G
HD 31527 c,73.9096193,-23.2413163,38.4473,9.791090772847193,33.94341716771358,-15.17148146182283,14.16,G
HD 31527 d,73.9096193,-23.2413163,38.4473,9.791090772847193,33.94341716771358,-15.17148146182283,11.82,G
HD 3167 b,8.7401487,4.3807215,47.2899,46.60420054745595,7.164869902855863,3.6121700704225455,4.97,n
HD 3167 c,8.7401487,4.3807215,47.2899,46.60420054745595,7.164869902855863,3.6121700704225455,9.8,K
HD 3167 d,8.7401487,4.3807215,47.2899,46.60420054745595,7.164869902855863,3.6121700704225455,5.03,n
HD 3167 e,8.7401487,4.3807215,47.2899,46.60420054745595,7.164869902855863,3.6121700704225455,9.74,n
HD 32518 b,77.4037569,69.6391355,122.115,9.265682927979753,41.46505365753467,114.48523778223948,966.16,K
HD 32963 b,76.9820146,26.3276805,38.0786,7.6877462598844435,33.25166295971359,16.88802077856502,657.9048,G
HD 330075 b,237.4054997,-49.9639199,45.2989,-15.697110485963432,-24.550079094452713,-34.6826279289441,152.5584,n
HD 331093 b,295.6200054,31.7395451,50.1928,18.457615704728255,-38.4895217417197,26.40436157967573,476.74261,K
HD 33142 b,76.8980559,-13.9863374,121.375,26.698122224847214,114.7107132961719,-29.335186206168377,476.745,n
HD 33142 c,76.8980559,-13.9863374,121.375,26.698122224847214,114.7107132961719,-29.335186206168377,1897.4451,n
HD 33142 d,76.8980559,-13.9863374,121.375,26.698122224847214,114.7107132961719,-29.335186206168377,63.56568,K
HD 332231 b,306.741134,33.7443882,80.6665,40.124983230247636,-53.751216625967544,44.809336686126656,77.55052,F
HD 33283 b,77.0044889,-26.7976689,89.8623,18.03752992156499,78.15706178215254,-40.513629425163074,104.56607,G
HD 33564 b,80.6378979,79.2318488,20.9531,0.636830110292652,3.862633060098777,20.58414226689217,2892.1,F
HD 33844 b,78.1505649,-14.9509775,105.779,20.98540456828111,100.02027412793281,-27.29018870361179,622.9468,K
HD 33844 c,78.1505649,-14.9509775,105.779,20.98540456828111,100.02027412793281,-27.29018870361179,556.2025,K
HD 34445 b,79.4207483,7.3527156,46.0907,8.392457754853968,44.934689351474084,5.898556790394784,250.0,n
HD 34445 c,79.4207483,7.3527156,46.0907,8.392457754853968,44.934689351474084,5.898556790394784,53.5,G
HD 34445 d,79.4207483,7.3527156,46.0907,8.392457754853968,44.934689351474084,5.898556790394784,30.7,G
HD 34445 e,79.4207483,7.3527156,46.0907,8.392457754853968,44.934689351474084,5.898556790394784,16.8,G
HD 34445 f,79.4207483,7.3527156,46.0907,8.392457754853968,44.934689351474084,5.898556790394784,37.9,G
HD 34445 g,79.4207483,7.3527156,46.0907,8.392457754853968,44.934689351474084,5.898556790394784,120.6,G
HD 35759 b,82.8886636,64.3183753,71.2423,3.8221685328046995,30.636779581767218,64.20470445267269,1195.0408,G
HD 360 b,2.072903,-8.8242618,111.542,110.14960659230911,3.986840316146934,-17.111020888686888,238.37131,G
HD 36384 b,84.9319998,75.0439884,209.309,4.771834573338547,53.80673978658116,202.21850021534587,2097.66749,M
HD 3651 b,9.8387218,21.2488844,11.1336,10.22406781306221,1.7731198044822565,4.035038100546034,72.1,n
HD 37124 b,84.2599947,20.7289784,31.6634,2.961796726863467,29.465190512571535,11.207194464566282,206.58846,n
HD 37124 c,84.2599947,20.7289784,31.6634,2.961796726863467,29.465190512571535,11.207194464566282,190.69,G
HD 37124 d,84.2599947,20.7289784,31.6634,2.961796726863467,29.465190512571535,11.207194464566282,209.76,G
HD 37605 b,85.0074276,6.0595116,46.7864,4.048912048079879,46.34847808837671,4.938837421719551,890.522,K
HD 37605 c,85.0074276,6.0595116,46.7864,4.048912048079879,46.34847808837671,4.938837421719551,1069.771,K
HD 3765 b,10.2072994,40.1842918,17.926,13.478229360021077,2.426888971587489,11.566720331980573,54.98431,n
HD 38283 b,84.2605324,-73.6998131,38.0615,1.068326631247455,10.629161787143724,-36.53159427347363,108.0622,n
HD 38529 b,86.6451363,1.1675866,42.3538,2.478028269183277,42.272436878064354,0.8630357624068974,272.06248,n
HD 38529 c,86.6451363,1.1675866,42.3538,2.478028269183277,42.272436878064354,0.8630357624068974,4204.8909,n
HD 38801 b,86.9963141,-8.3280256,91.4349,4.740683973431056,90.34643273658511,-13.243449144681158,3400.64,n
HD 39091 b,84.2992798,-80.4646041,18.2702,0.3006374481432222,3.011615759619484,-18.017768887439573,3070.2378,n
HD 39194 b,86.129071,-70.1382377,26.4131,0.6058198153222919,8.953429733332841,-24.841918806155743,4.0,K
HD 39194 c,86.129071,-70.1382377,26.4131,0.6058198153222919,8.953429733332841,-24.841918806155743,6.3,K
HD 39194 d,86.129071,-70.1382377,26.4131,0.6058198153222919,8.953429733332841,-24.841918806155743,4.0,K
HD 39855 b,88.6260731,-19.7044472,23.2599,0.5250514732317603,21.891606519524863,-7.842501702566187,8.5,G
HD 40307 b,88.5172191,-60.0237289,12.9363,0.1672531384078934,6.46134535667415,-11.205842237845314,3.81,K
HD 40307 c,88.5172191,-60.0237289,12.9363,0.1672531384078934,6.46134535667415,-11.205842237845314,6.43,K
HD 40307 d,88.5172191,-60.0237289,12.9363,0.1672531384078934,6.46134535667415,-11.205842237845314,9.5,K
HD 40307 f,88.5172191,-60.0237289,12.9363,0.1672531384078934,6.46134535667415,-11.205842237845314,5.2,n
HD 40307 g,88.5172191,-60.0237289,12.9363,0.1672531384078934,6.46134535667415,-11.205842237845314,7.1,K
HD 40956 b,91.6628015,63.453875,116.593,-1.5120190074628428,52.085582429015595,104.30116754164976,858.141,n
HD 40979 b,91.1253346,44.2597855,34.0883,-0.4794687662803939,24.4087439814061,23.790660433084504,1274.44,F
HD 41004 A b,89.9566041,-48.2394189,36.69117,0.018508639112525125,24.437025223516244,-27.369205535133993,807.25,n
HD 41004 B b,89.9565956,-48.2394114,41.5504,0.02096395683894168,27.673369957740707,-30.993868681636503,5924.1,n
HD 4113 b,10.8027515,-37.9831248,41.8727,32.418845399810124,6.18583901316072,-25.769688859908047,495.79,G
HD 42012 b,92.485473,34.1341722,36.7984,-1.320886904225495,30.430331215129097,20.648787918030088,508.528,K
HD 4203 b,11.1722288,20.4483925,81.3795,74.8065247072655,14.774414175256677,28.43103176547153,508.528,n
HD 4203 c,11.1722288,20.4483925,81.3795,74.8065247072655,14.774414175256677,28.43103176547153,689.66,n
HD 4208 b,11.1125532,-26.5150392,34.1937,30.023429509416218,5.897194147418241,-15.265185926505163,255.5,n
HD 42618 b,93.0032173,6.7819742,24.3358,-1.2660804458447674,24.132326295216902,2.8738527321058283,14.4,G
HD 4308 b,11.1652594,-65.6527159,22.0158,8.904583033064005,1.7575447258700423,-20.057788691274894,15.8915,n
HD 4313 b,11.4181301,7.8450492,136.308,132.35978958714324,26.732003259408618,18.605294036540744,950.3117,n
HD 43197 b,93.3993231,-29.8971929,62.4112,-3.2081682798282163,54.01039330426238,-31.108567258027076,175.75911,n
HD 43197 c,93.3993231,-29.8971929,62.4112,-3.2081682798282163,54.01039330426238,-31.108567258027076,2500.67391,n
HD 43691 b,94.8946124,41.0920773,85.6009,-5.504499253070286,64.27822529391874,56.26299247149206,810.4665,G
HD 44219 b,95.0599971,-10.7250799,52.9051,-4.584658048903073,51.778348088471596,-9.845465241099483,184.33,G
HD 45184 b,96.1820205,-28.7806402,21.9532,-2.0720461592328427,19.129416317963933,-10.569533872788506,12.19,G
HD 45184 c,96.1820205,-28.7806402,21.9532,-2.0720461592328427,19.129416317963933,-10.569533872788506,8.81,G
HD 45350 b,97.1902262,38.9627315,46.8733,-4.561798880521507,36.159962075696455,29.474622754971218,578.76553,n
HD 45364 b,96.4105736,-31.4810037,34.354,-3.2711395389253073,29.114361981555312,-17.94020313496606,59.4953,K
HD 45364 c,96.4105736,-31.4810037,34.354,-3.2711395389253073,29.114361981555312,-17.94020313496606,209.0915,K
HD 45652 b,97.3058709,10.9336212,34.8541,-4.35180865699053,33.943584447838774,6.610833764010429,137.62039,G
HD 457 b,2.2492922,-39.7372401,55.0375,42.29035991982792,1.6610695289701922,-35.18369952295153,8445.33643,n
HD 46375 b,98.3030763,5.4625071,29.5529,-4.248333534367325,29.110325903091848,2.813269700286432,79.1,K
HD 47186 b,99.0367212,-27.6234285,37.4574,-5.21272039973162,32.7758522877521,-17.367436990116797,22.2481,n
HD 47186 c,99.0367212,-27.6234285,37.4574,-5.21272039973162,32.7758522877521,-17.367436990116797,111.42,n
HD 4732 b,12.3085089,-24.1369079,54.7841,48.845204066426554,10.657575801558622,-22.402226017813046,753.23,K
HD 4732 c,12.3085089,-24.1369079,54.7841,48.845204066426554,10.657575801558622,-22.402226017813046,1069.49259,K
HD 47366 b,99.4200181,-12.9856593,84.3552,-13.453387794511054,81.08949269071994,-18.95521825387873,731.009,n
HD 47366 c,99.4200181,-12.9856593,84.3552,-13.453387794511054,81.08949269071994,-18.95521825387873,597.5204,n
